StateCode,Year,Data,introduction
AZ,2009,726.952,Natural gas
TX,2008,8228007.779,Natural gas
NM,2008,1606049.813,Natural gas
CA,2008,331492.569,Natural gas
AZ,2008,537.121,Natural gas
TX,2007,7548608.942,Natural gas
NM,2007,1703582.768,Natural gas
CA,2007,339526.5504,Natural gas
AZ,2007,669.58419,Natural gas
TX,2006,7071527.721,Natural gas
NM,2006,1789426.406,Natural gas
CA,2006,351100.4993,Natural gas
AZ,2006,623.35362,Natural gas
TX,2005,6934171.928,Natural gas
NM,2005,1837239.31,Natural gas
CA,2005,353819.5354,Natural gas
AZ,2005,238.75379,Natural gas
TX,2004,6908959.024,Natural gas
NM,2004,1837593.153,Natural gas
CA,2004,356231.7195,Natural gas
AZ,2004,337.48363,Natural gas
TX,2003,7008036.626,Natural gas
NM,2003,1809566.151,Natural gas
CA,2003,373313.5272,Natural gas
AZ,2003,447.86834,Natural gas
TX,2002,6892161.774,Natural gas
NM,2002,1773084.351,Natural gas
CA,2002,394507.1096,Natural gas
AZ,2002,306.10038,Natural gas
TX,2001,7172333.485,Natural gas
NM,2001,1822754.94,Natural gas
CA,2001,408479.0781,Natural gas
AZ,2001,311.16246,Natural gas
TX,2000,7180897.614,Natural gas
NM,2000,1815971.191,Natural gas
CA,2000,390975.4554,Natural gas
AZ,2000,373.11323,Natural gas
TX,1999,6983174.017,Natural gas
NM,1999,1646087.601,Natural gas
CA,1999,410698.8177,Natural gas
AZ,1999,480.81464,Natural gas
TX,1998,7253721.655,Natural gas
NM,1998,1633893.103,Natural gas
CA,1998,349864.2651,Natural gas
AZ,1998,464.29676,Natural gas
TX,1997,7228302.747,Natural gas
NM,1997,1749236.205,Natural gas
CA,1997,313734.3359,Natural gas
AZ,1997,461.49608,Natural gas
TX,1996,7303998.166,Natural gas
NM,1996,1764090.54,Natural gas
CA,1996,320465.7157,Natural gas
AZ,1996,468.44887,Natural gas
TX,1995,7174481.382,Natural gas
NM,1995,1794561.48,Natural gas
CA,1995,308223.984,Natural gas
AZ,1995,577.2402,Natural gas
TX,1994,7200826.914,Natural gas
NM,1994,1701891.413,Natural gas
CA,1994,340053.1185,Natural gas
AZ,1994,772.07293,Natural gas
TX,1993,7058330.02,Natural gas
NM,1993,1596974.01,Natural gas
CA,1993,352455.9707,Natural gas
AZ,1993,614.08711,Natural gas
TX,1992,7020275.513,Natural gas
NM,1992,1438881.823,Natural gas
CA,1992,402191.7601,Natural gas
AZ,1992,794.95358,Natural gas
TX,1991,7110440.241,Natural gas
NM,1991,1193312.427,Natural gas
CA,1991,414017.1422,Natural gas
AZ,1991,1255.52045,Natural gas
TX,1990,7175830.178,Natural gas
NM,1990,1125996.899,Natural gas
CA,1990,401146.6806,Natural gas
AZ,1990,2193,Natural gas
TX,1989,7054657.828,Natural gas
NM,1989,995154.9543,Natural gas
CA,1989,404557.6604,Natural gas
AZ,1989,1414.4,Natural gas
TX,1988,7132908.584,Natural gas
NM,1988,948646.0343,Natural gas
CA,1988,444232.9773,Natural gas
AZ,1988,57.904,Natural gas
TX,1987,6972153.488,Natural gas
NM,1987,987049.5817,Natural gas
CA,1987,468677.7616,Natural gas
AZ,1987,62.16,Natural gas
TX,1986,7018350.486,Natural gas
NM,1986,839139.9709,Natural gas
CA,1986,511410.7223,Natural gas
AZ,1986,65.457,Natural gas
TX,1985,6924656.325,Natural gas
NM,1985,1063631.682,Natural gas
CA,1985,546052.752,Natural gas
AZ,1985,89.25,Natural gas
TX,1984,7060735.791,Natural gas
NM,1984,1104683.536,Natural gas
CA,1984,526963.1637,Natural gas
AZ,1984,47.115,Natural gas
TX,1983,6722393.488,Natural gas
NM,1983,1027892.105,Natural gas
CA,1983,463384.5899,Natural gas
AZ,1983,137.94,Natural gas
TX,1982,7302001.162,Natural gas
NM,1982,1143883.915,Natural gas
CA,1982,432487.2135,Natural gas
AZ,1982,104.346,Natural gas
TX,1981,7786476.105,Natural gas
NM,1981,1306554.684,Natural gas
CA,1981,414770.716,Natural gas
AZ,1981,196.911,Natural gas
TX,1980,7966294.779,Natural gas
NM,1980,1329290.001,Natural gas
CA,1980,342208.3289,Natural gas
AZ,1980,224.486,Natural gas
TX,1979,7999621.09,Natural gas
NM,1979,1377768.604,Natural gas
CA,1979,282281.1734,Natural gas
AZ,1979,258.2138,Natural gas
TX,1978,7361538.999,Natural gas
NM,1978,1359415.11,Natural gas
CA,1978,352083.5822,Natural gas
AZ,1978,304.5042,Natural gas
TX,1977,7942018.855,Natural gas
NM,1977,1388741.235,Natural gas
CA,1977,353544.2145,Natural gas
AZ,1977,253.44,Natural gas
TX,1976,8095614.873,Natural gas
NM,1976,1405146.429,Natural gas
CA,1976,400198.6708,Natural gas
AZ,1976,275.624,Natural gas
TX,1975,8415741.686,Natural gas
NM,1975,1390465.989,Natural gas
CA,1975,365212.1334,Natural gas
AZ,1975,218.816,Natural gas
TX,1974,9176624.985,Natural gas
NM,1974,1418349.271,Natural gas
CA,1974,419143.6819,Natural gas
AZ,1974,238.56,Natural gas
TX,1973,9559534.674,Natural gas
NM,1973,1397971.681,Natural gas
CA,1973,507133.0687,Natural gas
AZ,1973,132,Natural gas
TX,1972,9733316.363,Natural gas
NM,1972,1414839.526,Natural gas
CA,1972,561777.9517,Natural gas
AZ,1972,468.078,Natural gas
TX,1971,9595859.89,Natural gas
NM,1971,1361162.491,Natural gas
CA,1971,700449.5877,Natural gas
AZ,1971,919.212,Natural gas
TX,1970,9376066.646,Natural gas
NM,1970,1321757.27,Natural gas
CA,1970,739623.6843,Natural gas
AZ,1970,1165.959,Natural gas
TX,1969,8810076.486,Natural gas
NM,1969,1320774.348,Natural gas
CA,1969,772179.4916,Natural gas
AZ,1969,1203.024,Natural gas
TX,1968,8408696.97,Natural gas
NM,1968,1351003.549,Natural gas
CA,1968,814570.8625,Natural gas
AZ,1968,932.979,Natural gas
TX,1967,8064835.597,Natural gas
NM,1967,1238818.156,Natural gas
CA,1967,776043.3003,Natural gas
AZ,1967,1329.045,Natural gas
TX,1966,7801078.486,Natural gas
NM,1966,1158241.768,Natural gas
CA,1966,785759.2238,Natural gas
AZ,1966,3347.499,Natural gas
TX,1965,7445189.808,Natural gas
NM,1965,1087602.524,Natural gas
CA,1965,752461.6474,Natural gas
AZ,1965,3289.254,Natural gas
TX,1964,7320770.403,Natural gas
NM,1964,1019732.171,Natural gas
CA,1964,756639.9389,Natural gas
AZ,1964,2144.475,Natural gas
TX,1963,6961089.887,Natural gas
NM,1963,938100.9122,Natural gas
CA,1963,736625.8428,Natural gas
AZ,1963,1412.706,Natural gas
TX,1962,6821056.636,Natural gas
NM,1962,933731.7256,Natural gas
CA,1962,642889.4563,Natural gas
AZ,1962,243.57,Natural gas
TX,1961,6690243.833,Natural gas
NM,1961,916382.6315,Natural gas
CA,1961,633797.9406,Natural gas
AZ,1961,0,Natural gas
TX,1960,6610703.861,Natural gas
NM,1960,927135.5884,Natural gas
CA,1960,589695.1451,Natural gas
AZ,1960,0,Natural gas
TX,2009,23217.36607,Biomass
AZ,2009,7623.61274,Biomass
CA,2009,6861.25147,Biomass
NM,2009,3811.80637,Biomass
TX,2008,26356.18998,Biomass
CA,2008,13309.87594,Biomass
AZ,2008,7563.0806,Biomass
NM,2008,3093.98752,Biomass
CA,2007,12532.82711,Biomass
NM,2007,4232.47444,Biomass
AZ,2007,3879.76824,Biomass
TX,2007,0,Biomass
CA,2006,5534.30826,Biomass
NM,2006,3976.74845,Biomass
AZ,2006,0,Biomass
TX,2006,0,Biomass
NM,2005,2804.4805,Biomass
CA,2005,2155.6007,Biomass
AZ,2005,0,Biomass
TX,2005,0,Biomass
NM,2004,2068.07672,Biomass
CA,2004,1102.97425,Biomass
AZ,2004,0,Biomass
TX,2004,0,Biomass
NM,2003,2316.82859,Biomass
CA,2003,1213.08394,Biomass
AZ,2003,0,Biomass
TX,2003,0,Biomass
NM,2002,2010.13241,Biomass
CA,2002,1032.95309,Biomass
AZ,2002,0,Biomass
TX,2002,0,Biomass
NM,2001,1503.56953,Biomass
CA,2001,758.04338,Biomass
AZ,2001,0,Biomass
TX,2001,0,Biomass
NM,2000,1398.01249,Biomass
CA,2000,691.26792,Biomass
AZ,2000,0,Biomass
TX,2000,0,Biomass
NM,1999,1187.34354,Biomass
CA,1999,575.60031,Biomass
AZ,1999,0,Biomass
TX,1999,0,Biomass
NM,1998,1305.88757,Biomass
CA,1998,620.43757,Biomass
AZ,1998,0,Biomass
TX,1998,0,Biomass
NM,1997,1130.88173,Biomass
CA,1997,526.36757,Biomass
AZ,1997,0,Biomass
TX,1997,0,Biomass
NM,1996,653.1349,Biomass
CA,1996,297.70052,Biomass
AZ,1996,0,Biomass
TX,1996,0,Biomass
NM,1995,1624.84022,Biomass
CA,1995,724.95331,Biomass
AZ,1995,0,Biomass
TX,1995,0,Biomass
NM,1994,1727.16367,Biomass
CA,1994,753.99023,Biomass
AZ,1994,0,Biomass
TX,1994,0,Biomass
NM,1993,1835.47373,Biomass
CA,1993,686.46718,Biomass
AZ,1993,0,Biomass
TX,1993,0,Biomass
NM,1992,1687.47242,Biomass
CA,1992,651.36435,Biomass
TX,1992,55.68659,Biomass
AZ,1992,0,Biomass
NM,1991,1896.27023,Biomass
CA,1991,618.23605,Biomass
TX,1991,62.57692,Biomass
AZ,1991,0,Biomass
NM,1990,1621.95634,Biomass
CA,1990,528.8022,Biomass
TX,1990,53.52456,Biomass
AZ,1990,0,Biomass
NM,1989,1936.45277,Biomass
CA,1989,631.33666,Biomass
TX,1989,63.90294,Biomass
AZ,1989,0,Biomass
NM,1988,2054.76524,Biomass
CA,1988,669.90976,Biomass
TX,1988,67.80725,Biomass
AZ,1988,0,Biomass
NM,1987,2048.44777,Biomass
CA,1987,667.8501,Biomass
TX,1987,67.59878,Biomass
AZ,1987,0,Biomass
NM,1986,1873.90665,Biomass
CA,1986,610.94491,Biomass
TX,1986,61.83892,Biomass
AZ,1986,0,Biomass
NM,1985,1772.95924,Biomass
CA,1985,578.03329,Biomass
TX,1985,58.50765,Biomass
AZ,1985,0,Biomass
NM,1984,1653.57653,Biomass
TX,1984,54.56803,Biomass
AZ,1984,0,Biomass
CA,1984,0,Biomass
NM,1983,1384.93601,Biomass
TX,1983,45.70289,Biomass
AZ,1983,0,Biomass
CA,1983,0,Biomass
NM,1982,737.18268,Biomass
TX,1982,24.32703,Biomass
AZ,1982,0,Biomass
CA,1982,0,Biomass
NM,1981,220.99353,Biomass
TX,1981,7.29279,Biomass
AZ,1981,0,Biomass
CA,1981,0,Biomass
AZ,1980,0,Biomass
CA,1980,0,Biomass
NM,1980,0,Biomass
TX,1980,0,Biomass
AZ,1979,0,Biomass
CA,1979,0,Biomass
NM,1979,0,Biomass
TX,1979,0,Biomass
AZ,1978,0,Biomass
CA,1978,0,Biomass
NM,1978,0,Biomass
TX,1978,0,Biomass
AZ,1977,0,Biomass
CA,1977,0,Biomass
NM,1977,0,Biomass
TX,1977,0,Biomass
AZ,1976,0,Biomass
CA,1976,0,Biomass
NM,1976,0,Biomass
TX,1976,0,Biomass
AZ,1975,0,Biomass
CA,1975,0,Biomass
NM,1975,0,Biomass
TX,1975,0,Biomass
AZ,1974,0,Biomass
CA,1974,0,Biomass
NM,1974,0,Biomass
TX,1974,0,Biomass
AZ,1973,0,Biomass
CA,1973,0,Biomass
NM,1973,0,Biomass
TX,1973,0,Biomass
AZ,1972,0,Biomass
CA,1972,0,Biomass
NM,1972,0,Biomass
TX,1972,0,Biomass
AZ,1971,0,Biomass
CA,1971,0,Biomass
NM,1971,0,Biomass
TX,1971,0,Biomass
AZ,1970,0,Biomass
CA,1970,0,Biomass
NM,1970,0,Biomass
TX,1970,0,Biomass
AZ,1969,0,Biomass
CA,1969,0,Biomass
NM,1969,0,Biomass
TX,1969,0,Biomass
AZ,1968,0,Biomass
CA,1968,0,Biomass
NM,1968,0,Biomass
TX,1968,0,Biomass
AZ,1967,0,Biomass
CA,1967,0,Biomass
NM,1967,0,Biomass
TX,1967,0,Biomass
AZ,1966,0,Biomass
CA,1966,0,Biomass
NM,1966,0,Biomass
TX,1966,0,Biomass
AZ,1965,0,Biomass
CA,1965,0,Biomass
NM,1965,0,Biomass
TX,1965,0,Biomass
AZ,1964,0,Biomass
CA,1964,0,Biomass
NM,1964,0,Biomass
TX,1964,0,Biomass
AZ,1963,0,Biomass
CA,1963,0,Biomass
NM,1963,0,Biomass
TX,1963,0,Biomass
AZ,1962,0,Biomass
CA,1962,0,Biomass
NM,1962,0,Biomass
TX,1962,0,Biomass
AZ,1961,0,Biomass
CA,1961,0,Biomass
NM,1961,0,Biomass
TX,1961,0,Biomass
AZ,1960,0,Biomass
CA,1960,0,Biomass
NM,1960,0,Biomass
TX,1960,0,Biomass
NM,2009,466100.448,Coal
TX,2009,455507.14,Coal
AZ,2009,160705.948,Coal
CA,2009,0,Coal
TX,2008,515492.604,Coal
NM,2008,475817.33,Coal
AZ,2008,173998.05,Coal
CA,2008,0,Coal
TX,2007,554720.352,Coal
NM,2007,455522.13,Coal
AZ,2007,173933.604,Coal
CA,2007,0,Coal
TX,2006,593495.9058,Coal
NM,2006,485090.3235,Coal
AZ,2006,179356.1016,Coal
CA,2006,0,Coal
TX,2005,595611.5385,Coal
NM,2005,536979.688,Coal
AZ,2005,263426.4922,Coal
CA,2005,0,Coal
TX,2004,572488.5665,Coal
NM,2004,510868.5575,Coal
AZ,2004,278231.4218,Coal
CA,2004,0,Coal
TX,2003,594734.1761,Coal
NM,2003,490628.7741,Coal
AZ,2003,262250.5701,Coal
CA,2003,0,Coal
TX,2002,581167.852,Coal
NM,2002,543313.7121,Coal
AZ,2002,280064.3248,Coal
CA,2002,0,Coal
TX,2001,578695.5622,Coal
NM,2001,554846.4336,Coal
AZ,2001,293303.2569,Coal
CA,2001,0,Coal
TX,2000,632360.2141,Coal
NM,2000,513357.0926,Coal
AZ,2000,286772.3142,Coal
CA,2000,0,Coal
TX,1999,671988.6418,Coal
NM,1999,547678.258,Coal
AZ,1999,258147.5585,Coal
CA,1999,0,Coal
TX,1998,677016.1158,Coal
NM,1998,534746.1699,Coal
AZ,1998,247729.3654,Coal
CA,1998,0,Coal
TX,1997,687914.135,Coal
NM,1997,505578.0248,Coal
AZ,1997,256500.4123,Coal
CA,1997,0,Coal
TX,1996,709509.4385,Coal
NM,1996,452294.2597,Coal
AZ,1996,228629.8872,Coal
CA,1996,0,Coal
TX,1995,664511.1946,Coal
NM,1995,507955.1247,Coal
AZ,1995,262514.0593,Coal
CA,1995,0,Coal
TX,1994,660044.324,Coal
NM,1994,533893.3493,Coal
AZ,1994,288012.7488,Coal
CA,1994,0,Coal
TX,1993,682967.12,Coal
NM,1993,535318.183,Coal
AZ,1993,267526.5079,Coal
CA,1993,0,Coal
TX,1992,685491.3161,Coal
NM,1992,457758.0838,Coal
AZ,1992,275297.6573,Coal
CA,1992,1236,Coal
TX,1991,674066.6225,Coal
NM,1991,400541.6467,Coal
AZ,1991,290251.0552,Coal
CA,1991,684,Coal
TX,1990,706720.2723,Coal
NM,1990,454213.5164,Coal
AZ,1990,249018.4159,Coal
CA,1990,732,Coal
TX,1989,675279.6143,Coal
NM,1989,444914.9824,Coal
AZ,1989,263538.2866,Coal
CA,1989,492,Coal
TX,1988,658102.249,Coal
NM,1988,407854.7671,Coal
AZ,1988,273761.8497,Coal
CA,1988,648,Coal
TX,1987,640051.3483,Coal
NM,1987,359625.3032,Coal
AZ,1987,251261.1783,Coal
CA,1987,552,Coal
TX,1986,615490.0159,Coal
NM,1986,404082.6678,Coal
AZ,1986,255169.5383,Coal
CA,1986,0,Coal
TX,1985,574734.0457,Coal
NM,1985,420410.2525,Coal
AZ,1985,212530.8763,Coal
CA,1985,852,Coal
TX,1984,515268.7098,Coal
NM,1984,397916.6616,Coal
AZ,1984,254418.7799,Coal
CA,1984,0,Coal
TX,1983,493047.9886,Coal
NM,1983,381363.8366,Coal
AZ,1983,251813.2065,Coal
CA,1983,0,Coal
TX,1982,448800.8864,Coal
NM,1982,375419.6734,Coal
AZ,1982,273011.0913,Coal
CA,1982,0,Coal
TX,1981,418837.5679,Coal
NM,1981,355601.963,Coal
AZ,1981,256339.8382,Coal
CA,1981,0,Coal
TX,1980,385040.8211,Coal
NM,1980,345071.3228,Coal
AZ,1980,240794.7227,Coal
CA,1980,0,Coal
TX,1979,356524.137,Coal
NM,1979,292444.4345,Coal
AZ,1979,251481.9896,Coal
CA,1979,0,Coal
TX,1978,265268.003,Coal
NM,1978,232635.8385,Coal
AZ,1978,199922.551,Coal
CA,1978,0,Coal
AZ,1977,244195.2167,Coal
TX,1977,209460.0423,Coal
NM,1977,200268.0367,Coal
CA,1977,0,Coal
AZ,1976,230085.3746,Coal
TX,1976,182650.6659,Coal
NM,1976,175430.2416,Coal
CA,1976,0,Coal
NM,1975,157540.5265,Coal
AZ,1975,154258.7742,Coal
TX,1975,144159.7561,Coal
CA,1975,0,Coal
NM,1974,168496.3307,Coal
AZ,1974,142379.1262,Coal
TX,1974,107576,Coal
CA,1974,0,Coal
NM,1973,164714.0801,Coal
TX,1973,97216,Coal
AZ,1973,71697.42911,Coal
CA,1973,0,Coal
NM,1972,154290.0573,Coal
AZ,1972,65227.65802,Coal
TX,1972,50917.61055,Coal
CA,1972,0,Coal
NM,1971,152924.493,Coal
TX,1971,28360.29087,Coal
AZ,1971,25304.97498,Coal
CA,1971,0,Coal
NM,1970,137697.516,Coal
TX,1970,29077.7949,Coal
AZ,1970,2914.70916,Coal
CA,1970,0,Coal
NM,1969,83636.13556,Coal
TX,1969,28309.93971,Coal
AZ,1969,0,Coal
CA,1969,0,Coal
NM,1968,64144.10844,Coal
TX,1968,28838.62689,Coal
AZ,1968,0,Coal
CA,1968,0,Coal
NM,1967,64780.12468,Coal
TX,1967,27101.51187,Coal
AZ,1967,22.08113,Coal
CA,1967,0,Coal
NM,1966,51536.0218,Coal
TX,1966,28360.29087,Coal
AZ,1966,0,Coal
CA,1966,0,Coal
NM,1965,60084.82832,Coal
TX,1965,30349.16169,Coal
AZ,1965,0,Coal
CA,1965,0,Coal
NM,1964,55539.18284,Coal
TX,1964,28838.62689,Coal
AZ,1964,0,Coal
CA,1964,0,Coal
NM,1963,36383.8702,Coal
TX,1963,27441.3822,Coal
AZ,1963,0,Coal
CA,1963,0,Coal
TX,1962,25855.32066,Coal
NM,1962,12664.20572,Coal
AZ,1962,0,Coal
CA,1962,0,Coal
TX,1961,26535.06132,Coal
NM,1961,7707.02032,Coal
AZ,1961,0,Coal
CA,1961,0,Coal
TX,1960,26409.18342,Coal
NM,1960,5518.3762,Coal
AZ,1960,132.48678,Coal
CA,1960,0,Coal
