MSN,StateCode,Year,Data
ELISB,CA,1991,816298.5893
PMTCB,AZ,1991,354516.6107
CLTCB,AZ,1991,347261.3399
NUETB,CA,1991,330684.2207
NUETB,AZ,1991,263104.1156
CLTCB,NM,1991,234301.4643
PMTCB,NM,1991,229496.1967
HYTCB,CA,1991,229143.9199
NNTCB,NM,1991,227349.4645
BMTCB,CA,1991,219223.9471
NUETB,TX,1991,207581.8056
GETCB,CA,1991,155529.0542
NNTCB,AZ,1991,128178.1975
BMTCB,TX,1991,98410.56424
CLTCB,CA,1991,89519.12363
HYTCB,AZ,1991,70292.09544
WYTCB,CA,1991,30415.77418
SOTCB,CA,1991,23864.51499
HYTCB,TX,1991,23215.72732
ELISB,TX,1991,14853.94741
BMTCB,AZ,1991,14585.36246
ELNIB,CA,1991,10202.70911
BMTCB,NM,1991,6168.24334
SOTCB,AZ,1991,3730.50348
HYTCB,NM,1991,2474.45909
SOTCB,NM,1991,592.44945
SOTCB,TX,1991,423.84873
ELNIB,AZ,1991,363.0368
GETCB,TX,1991,271.52227
GETCB,AZ,1991,236.2166
GETCB,NM,1991,120.93937
ELNIB,NM,1991,0
NUETB,NM,1991,0
WYTCB,AZ,1991,0
WYTCB,NM,1991,0
WYTCB,TX,1991,0
ELNIB,TX,1991,-1524.51231
ELISB,NM,1991,-107507.6543
ELISB,AZ,1991,-224362.6495
PMTCB,TX,1990,4407508.01
NNTCB,TX,1990,3876543.019
PMTCB,CA,1990,3538334.141
NNTCB,CA,1990,2101602.035
CLTCB,TX,1990,1333670.519
ELISB,CA,1990,789340.7285
PMTCB,AZ,1990,347127.6117
NUETB,CA,1990,345955.2837
CLTCB,AZ,1990,343414.509
CLTCB,NM,1990,275661.3811
NNTCB,NM,1990,251469.9307
HYTCB,CA,1990,247490.2819
BMTCB,CA,1990,222588.6624
NUETB,AZ,1990,217964.745
PMTCB,NM,1990,211953.7876
NUETB,TX,1990,167822.6682
GETCB,CA,1990,152147.484
NNTCB,AZ,1990,130781.2465
BMTCB,TX,1990,98023.52176
CLTCB,CA,1990,84159.70697
HYTCB,AZ,1990,77157.62555
WYTCB,CA,1990,28697.88016
ELISB,TX,1990,27947.49153
SOTCB,CA,1990,22097.26351
HYTCB,TX,1990,18657.28725
ELNIB,CA,1990,15757.96374
BMTCB,AZ,1990,13740.58609
BMTCB,NM,1990,5892.26845
SOTCB,AZ,1990,3682.45319
HYTCB,NM,1990,2136.93487
SOTCB,NM,1990,582.99977
SOTCB,TX,1990,378.01408
GETCB,TX,1990,236.37632
GETCB,AZ,1990,235.70453
GETCB,NM,1990,117.28053
ELNIB,NM,1990,0
NUETB,NM,1990,0
WYTCB,AZ,1990,0
WYTCB,NM,1990,0
WYTCB,TX,1990,0
ELNIB,AZ,1990,-7.07649
ELNIB,TX,1990,-216.5767
ELISB,NM,1990,-148377.2593
ELISB,AZ,1990,-185367.4493
PMTCB,TX,1989,4363099.122
NNTCB,TX,1989,3886107.172
PMTCB,CA,1989,3595912.848
NNTCB,CA,1989,2047845.051
CLTCB,TX,1989,1335905.732
ELISB,CA,1989,637470.8417
CLTCB,AZ,1989,353144.049
PMTCB,AZ,1989,352573.9256
NUETB,CA,1989,344145.6032
HYTCB,CA,1989,321317.5759
CLTCB,NM,1989,279835.0174
BMTCB,CA,1989,235905.2314
NNTCB,NM,1989,205131.2704
PMTCB,NM,1989,199725.5346
NNTCB,AZ,1989,151467.8402
GETCB,CA,1989,143657.1078
BMTCB,TX,1989,112012.0332
NUETB,TX,1989,105721.7888
NUETB,AZ,1989,83079.97889
HYTCB,AZ,1989,82170.81933
CLTCB,CA,1989,66426.63687
WYTCB,CA,1989,21684.89408
SOTCB,CA,1989,19753.00923
BMTCB,AZ,1989,15620.34064
HYTCB,TX,1989,15033.98291
ELNIB,CA,1989,14424.05257
BMTCB,NM,1989,6827.08737
SOTCB,AZ,1989,3527.55728
HYTCB,NM,1989,2423.22842
SOTCB,NM,1989,563.33704
SOTCB,TX,1989,356.16989
GETCB,AZ,1989,235.1
GETCB,TX,1989,197.6
GETCB,NM,1989,114.5
ELNIB,NM,1989,0
NUETB,NM,1989,0
WYTCB,AZ,1989,0
WYTCB,NM,1989,0
WYTCB,TX,1989,0
ELNIB,AZ,1989,-7.04578
ELNIB,TX,1989,-199.2028
ELISB,TX,1989,-12651.73935
ELISB,AZ,1989,-98723.64934
ELISB,NM,1989,-158993.8759
PMTCB,TX,1988,4328167.077
NNTCB,TX,1988,3665182.451
PMTCB,CA,1988,3543721.663
NNTCB,CA,1988,1860390.85
CLTCB,TX,1988,1264112.975
ELISB,CA,1988,849116.6154
PMTCB,AZ,1988,347597.7577
NUETB,CA,1988,327209.1019
CLTCB,AZ,1988,309040.895
CLTCB,NM,1988,266124.4961
NUETB,AZ,1988,243215.0432
HYTCB,CA,1988,242346.9181
PMTCB,NM,1988,199048.494
NNTCB,NM,1988,185245.5484
BMTCB,CA,1988,169037.8868
NNTCB,AZ,1988,128594.321
ELISB,TX,1988,109864.9696
GETCB,CA,1988,104371.8054
BMTCB,TX,1988,99029.29485
HYTCB,AZ,1988,80384.6875
CLTCB,CA,1988,50824.28608
NUETB,TX,1988,40200.58939
ELNIB,CA,1988,24859.35432
BMTCB,AZ,1988,18364.61939
HYTCB,TX,1988,12750.63555
BMTCB,NM,1988,7557.91736
HYTCB,NM,1988,1036.26118
SOTCB,CA,1988,93.08758
WYTCB,CA,1988,6.43165
ELNIB,NM,1988,0
GETCB,AZ,1988,0
GETCB,NM,1988,0
GETCB,TX,1988,0
NUETB,NM,1988,0
SOTCB,AZ,1988,0
SOTCB,NM,1988,0
SOTCB,TX,1988,0
WYTCB,AZ,1988,0
WYTCB,NM,1988,0
WYTCB,TX,1988,0
ELNIB,AZ,1988,-6.09383
ELNIB,TX,1988,-108.2457
ELISB,NM,1988,-148278.804
ELISB,AZ,1988,-220881.2324
PMTCB,TX,1987,4079009.458
NNTCB,TX,1987,3435408.448
PMTCB,CA,1987,3347840.874
NNTCB,CA,1987,1992956.392
CLTCB,TX,1987,1203924.703
ELISB,CA,1987,712616.6266
PMTCB,AZ,1987,341792.738
NUETB,CA,1987,317297.9841
CLTCB,AZ,1987,282881.8233
CLTCB,NM,1987,260668.4312
HYTCB,CA,1987,255937.463
PMTCB,NM,1987,197442.1381
NNTCB,NM,1987,164587.5777
BMTCB,CA,1987,157927.9222
NUETB,AZ,1987,140531.7148
NNTCB,AZ,1987,121301.2125
GETCB,CA,1987,110429.1734
ELISB,TX,1987,109715.478
HYTCB,AZ,1987,105592.3349
BMTCB,TX,1987,98227.14558
CLTCB,CA,1987,44951.38533
ELNIB,CA,1987,26421.0233
HYTCB,TX,1987,22481.84731
BMTCB,AZ,1987,17521.24706
BMTCB,NM,1987,6882.35499
HYTCB,NM,1987,1710.59142
SOTCB,CA,1987,109.36887
WYTCB,CA,1987,37.52257
ELNIB,NM,1987,0
GETCB,AZ,1987,0
GETCB,NM,1987,0
GETCB,TX,1987,0
NUETB,NM,1987,0
NUETB,TX,1987,0
SOTCB,AZ,1987,0
SOTCB,NM,1987,0
SOTCB,TX,1987,0
WYTCB,AZ,1987,0
WYTCB,NM,1987,0
WYTCB,TX,1987,0
ELNIB,AZ,1987,-5.18624
ELNIB,TX,1987,-135.30969
ELISB,AZ,1987,-143952.9679
ELISB,NM,1987,-145453.5734
PMTCB,TX,1986,4023687.78
NNTCB,TX,1986,3312909.496
PMTCB,CA,1986,3215069.316
NNTCB,CA,1986,1591044.552
CLTCB,TX,1986,1162745.476
ELISB,CA,1986,722691.976
HYTCB,CA,1986,433077.1206
PMTCB,AZ,1986,334481.932
CLTCB,AZ,1986,295888.0014
NUETB,CA,1986,277331.5318
CLTCB,NM,1986,241599.9204
PMTCB,NM,1986,188993.6226
HYTCB,AZ,1986,151060.2537
NNTCB,NM,1986,144531.8728
BMTCB,CA,1986,129118.2461
GETCB,CA,1986,105700.5124
NUETB,AZ,1986,105540.3568
NNTCB,AZ,1986,105102.6291
ELISB,TX,1986,95559.52592
BMTCB,TX,1986,92452.77113
CLTCB,CA,1986,42518.7609
BMTCB,AZ,1986,24042.52306
HYTCB,TX,1986,20603.02186
ELNIB,CA,1986,12898.51326
BMTCB,NM,1986,9389.1191
HYTCB,NM,1986,1737.58764
SOTCB,CA,1986,146.57775
WYTCB,CA,1986,27.94148
ELNIB,NM,1986,0
GETCB,AZ,1986,0
GETCB,NM,1986,0
GETCB,TX,1986,0
NUETB,NM,1986,0
NUETB,TX,1986,0
SOTCB,AZ,1986,0
SOTCB,NM,1986,0
SOTCB,TX,1986,0
WYTCB,AZ,1986,0
WYTCB,NM,1986,0
WYTCB,TX,1986,0
ELNIB,AZ,1986,-5.21354
ELNIB,TX,1986,-35.81576
ELISB,NM,1986,-131018.2396
ELISB,AZ,1986,-163284.855
PMTCB,TX,1985,3998788.656
NNTCB,TX,1985,3514363.302
PMTCB,CA,1985,3148547.664
NNTCB,CA,1985,1925458.889
CLTCB,TX,1985,1148998.132
ELISB,CA,1985,687342.197
CLTCB,AZ,1985,342012.7337
HYTCB,CA,1985,331348.1572
PMTCB,AZ,1985,316908.9021
CLTCB,NM,1985,268374.4625
NUETB,CA,1985,209564.9433
PMTCB,NM,1985,188189.1175
BMTCB,CA,1985,167092.6847
NNTCB,NM,1985,162311.5483
HYTCB,AZ,1985,146122.6278
NNTCB,AZ,1985,137315.0258
GETCB,CA,1985,96079.59621
BMTCB,TX,1985,81665.57669
ELISB,TX,1985,60741.85143
CLTCB,CA,1985,45264.37754
BMTCB,AZ,1985,25557.79475
HYTCB,TX,1985,14635.59929
ELNIB,CA,1985,13834.12119
NUETB,AZ,1985,12004.66574
BMTCB,NM,1985,9184.80922
HYTCB,NM,1985,1336.18175
SOTCB,CA,1985,111.05328
WYTCB,CA,1985,27.83405
ELNIB,AZ,1985,0
ELNIB,NM,1985,0
GETCB,AZ,1985,0
GETCB,NM,1985,0
GETCB,TX,1985,0
NUETB,NM,1985,0
NUETB,TX,1985,0
SOTCB,AZ,1985,0
SOTCB,NM,1985,0
SOTCB,TX,1985,0
WYTCB,AZ,1985,0
WYTCB,NM,1985,0
WYTCB,TX,1985,0
ELNIB,TX,1985,-13.9892
ELISB,AZ,1985,-137017.5779
ELISB,NM,1985,-163479.0515
PMTCB,TX,1984,4008300.015
NNTCB,TX,1984,3556195.979
PMTCB,CA,1984,3236869.156
NNTCB,CA,1984,1739833.355
CLTCB,TX,1984,1074868.477
ELISB,CA,1984,692783.9852
HYTCB,CA,1984,450580.1375
CLTCB,AZ,1984,324862.346
PMTCB,AZ,1984,311784.357
CLTCB,NM,1984,252868.0187
PMTCB,NM,1984,202735.4419
NNTCB,NM,1984,169780.7518
BMTCB,CA,1984,165872.8768
HYTCB,AZ,1984,163692.0068
NUETB,CA,1984,153366.016
NNTCB,AZ,1984,126844.1484
GETCB,CA,1984,80195.4651
BMTCB,TX,1984,77878.91785
CLTCB,CA,1984,37242.74012
ELISB,TX,1984,28018.38485
BMTCB,AZ,1984,25139.34211
HYTCB,TX,1984,10766.6154
BMTCB,NM,1984,8947.27462
HYTCB,NM,1984,979.20936
ELNIB,CA,1984,215.47463
ELNIB,TX,1984,150.67051
SOTCB,CA,1984,54.78828
WYTCB,CA,1984,36.67854
ELNIB,NM,1984,0
GETCB,AZ,1984,0
GETCB,NM,1984,0
GETCB,TX,1984,0
NUETB,AZ,1984,0
NUETB,NM,1984,0
NUETB,TX,1984,0
SOTCB,AZ,1984,0
SOTCB,NM,1984,0
SOTCB,TX,1984,0
WYTCB,AZ,1984,0
WYTCB,NM,1984,0
WYTCB,TX,1984,0
ELNIB,AZ,1984,-4.265
ELISB,AZ,1984,-149834.4714
ELISB,NM,1984,-159942.7988
PMTCB,TX,1983,3815637.758
NNTCB,TX,1983,3335504.764
PMTCB,CA,1983,2999229.706
NNTCB,CA,1983,1601037.23
CLTCB,TX,1983,1016757.994
ELISB,CA,1983,607930.1255
HYTCB,CA,1983,598434.671
CLTCB,AZ,1983,295441.9187
PMTCB,AZ,1983,288979.7517
CLTCB,NM,1983,263654.0214
PMTCB,NM,1983,208379.7986
NNTCB,NM,1983,184594.9762
HYTCB,AZ,1983,152355.3319
BMTCB,CA,1983,148645.7369
NNTCB,AZ,1983,120418.0545
BMTCB,TX,1983,66419.05023
GETCB,CA,1983,63910.06473
NUETB,CA,1983,61214.20334
CLTCB,CA,1983,32021.77139
BMTCB,AZ,1983,23643.69664
HYTCB,TX,1983,11648.20688
BMTCB,NM,1983,8267.24898
HYTCB,NM,1983,933.46064
ELNIB,TX,1983,157.35121
ELNIB,CA,1983,91.30171
WYTCB,CA,1983,15.69805
ELNIB,NM,1983,0
GETCB,AZ,1983,0
GETCB,NM,1983,0
GETCB,TX,1983,0
NUETB,AZ,1983,0
NUETB,NM,1983,0
NUETB,TX,1983,0
SOTCB,AZ,1983,0
SOTCB,CA,1983,0
SOTCB,NM,1983,0
SOTCB,TX,1983,0
WYTCB,AZ,1983,0
WYTCB,NM,1983,0
WYTCB,TX,1983,0
ELNIB,AZ,1983,-3.77708
ELISB,TX,1983,-19638.12843
ELISB,AZ,1983,-123025.3799
ELISB,NM,1983,-193231.1873
PMTCB,TX,1982,3802950.297
NNTCB,TX,1982,3503023.603
PMTCB,CA,1982,2898533.746
NNTCB,CA,1982,1765171.454
CLTCB,TX,1982,931064.9405
ELISB,CA,1982,623125.5051
HYTCB,CA,1982,525064.7575
CLTCB,AZ,1982,336245.059
PMTCB,AZ,1982,278320.8984
CLTCB,NM,1982,225548.7731
NNTCB,NM,1982,213347.3415
PMTCB,NM,1982,187679.4875
NNTCB,AZ,1982,142322.8669
BMTCB,CA,1982,127115.6374
HYTCB,AZ,1982,73333.60779
BMTCB,TX,1982,70015.30017
CLTCB,CA,1982,69414.68153
GETCB,CA,1982,50627.30966
NUETB,CA,1982,41357.33388
BMTCB,AZ,1982,21634.73747
HYTCB,TX,1982,10737.83655
BMTCB,NM,1982,7213.8757
HYTCB,NM,1982,821.0258
ELNIB,CA,1982,19.92608
ELNIB,NM,1982,0
GETCB,AZ,1982,0
GETCB,NM,1982,0
GETCB,TX,1982,0
NUETB,AZ,1982,0
NUETB,NM,1982,0
NUETB,TX,1982,0
SOTCB,AZ,1982,0
SOTCB,CA,1982,0
SOTCB,NM,1982,0
SOTCB,TX,1982,0
WYTCB,AZ,1982,0
WYTCB,CA,1982,0
WYTCB,NM,1982,0
WYTCB,TX,1982,0
ELNIB,TX,1982,-16.92352
ELNIB,AZ,1982,-23.26643
ELISB,TX,1982,-63919.43537
ELISB,AZ,1982,-105473.92
ELISB,NM,1982,-169453.5793
NNTCB,TX,1981,4052341.117
PMTCB,TX,1981,3959216.344
PMTCB,CA,1981,3243996.365
NNTCB,CA,1981,1947370.391
CLTCB,TX,1981,858514.3909
ELISB,CA,1981,556505.8347
CLTCB,AZ,1981,319438.1119
HYTCB,CA,1981,311123.9805
PMTCB,AZ,1981,284336.8472
PMTCB,NM,1981,213890.6266
NNTCB,NM,1981,205432.671
CLTCB,NM,1981,196933.4842
NNTCB,AZ,1981,192207.5839
BMTCB,CA,1981,133092.2834
CLTCB,CA,1981,78400.54828
HYTCB,AZ,1981,71114.17364
GETCB,CA,1981,59437.46184
BMTCB,TX,1981,58543.66255
NUETB,CA,1981,35367.1435
BMTCB,AZ,1981,21468.86588
HYTCB,TX,1981,11972.11358
BMTCB,NM,1981,6811.63257
HYTCB,NM,1981,919.63403
ELNIB,CA,1981,28.30595
ELNIB,NM,1981,0
GETCB,AZ,1981,0
GETCB,NM,1981,0
GETCB,TX,1981,0
NUETB,AZ,1981,0
NUETB,NM,1981,0
NUETB,TX,1981,0
SOTCB,AZ,1981,0
SOTCB,CA,1981,0
SOTCB,NM,1981,0
SOTCB,TX,1981,0
WYTCB,AZ,1981,0
WYTCB,CA,1981,0
WYTCB,NM,1981,0
WYTCB,TX,1981,0
ELNIB,AZ,1981,-36.41628
ELNIB,TX,1981,-986.51156
ELISB,TX,1981,-100549.2348
ELISB,AZ,1981,-100721.6751
ELISB,NM,1981,-151128.182
NNTCB,TX,1980,4226104.775
PMTCB,TX,1980,4092185.676
PMTCB,CA,1980,3509565.923
NNTCB,CA,1980,1890886.554
CLTCB,TX,1980,734144.6213
ELISB,CA,1980,460240.5804
HYTCB,CA,1980,423618.4329
PMTCB,AZ,1980,301248.1394
CLTCB,AZ,1980,244994.3448
NNTCB,NM,1980,231330.1814
CLTCB,NM,1980,202870.412
PMTCB,NM,1980,201607.1773
NNTCB,AZ,1980,173969.8248
BMTCB,CA,1980,115610.0496
HYTCB,AZ,1980,102171.4233
CLTCB,CA,1980,66169.6168
BMTCB,TX,1980,55647.5248
NUETB,CA,1980,53664.94933
GETCB,CA,1980,52699.14465
BMTCB,AZ,1980,17835.00581
HYTCB,TX,1980,10171.1505
BMTCB,NM,1980,5245.14218
HYTCB,NM,1980,977.49002
ELNIB,CA,1980,303.12208
ELNIB,NM,1980,0
GETCB,AZ,1980,0
GETCB,NM,1980,0
GETCB,TX,1980,0
NUETB,AZ,1980,0
NUETB,NM,1980,0
NUETB,TX,1980,0
SOTCB,AZ,1980,0
SOTCB,CA,1980,0
SOTCB,NM,1980,0
SOTCB,TX,1980,0
WYTCB,AZ,1980,0
WYTCB,CA,1980,0
WYTCB,NM,1980,0
WYTCB,TX,1980,0
ELNIB,AZ,1980,-138.32248
ELNIB,TX,1980,-1982.16387
ELISB,AZ,1980,-85621.93544
ELISB,TX,1980,-90489.54324
ELISB,NM,1980,-161174.5261
PMTCB,TX,1979,4223496.704
NNTCB,TX,1979,4131399.272
PMTCB,CA,1979,3764322.337
NNTCB,CA,1979,1900356.5
CLTCB,TX,1979,587641.9574
ELISB,CA,1979,369622.8614
HYTCB,CA,1979,351169.7637
PMTCB,AZ,1979,345708.0779
CLTCB,AZ,1979,246230.2266
NNTCB,NM,1979,223092.3289
PMTCB,NM,1979,214806.3198
NNTCB,AZ,1979,180579.7877
BMTCB,CA,1979,168373.4001
CLTCB,NM,1979,152939.0119
NUETB,CA,1979,95319.99209
BMTCB,TX,1979,77272.92271
HYTCB,AZ,1979,75122.5793
CLTCB,CA,1979,68564.94334
GETCB,CA,1979,40262.4857
HYTCB,TX,1979,12447.87779
BMTCB,NM,1979,9219.61811
BMTCB,AZ,1979,8291.19153
HYTCB,NM,1979,702.06799
ELNIB,CA,1979,0
ELNIB,NM,1979,0
GETCB,AZ,1979,0
GETCB,NM,1979,0
GETCB,TX,1979,0
NUETB,AZ,1979,0
NUETB,NM,1979,0
NUETB,TX,1979,0
SOTCB,AZ,1979,0
SOTCB,CA,1979,0
SOTCB,NM,1979,0
SOTCB,TX,1979,0
WYTCB,AZ,1979,0
WYTCB,CA,1979,0
WYTCB,NM,1979,0
WYTCB,TX,1979,0
ELNIB,TX,1979,-95.2221
ELNIB,AZ,1979,-134.91389
ELISB,TX,1979,-62030.85141
ELISB,AZ,1979,-69405.44621
ELISB,NM,1979,-119957.7634
NNTCB,TX,1978,4329772.852
PMTCB,TX,1978,3889322.271
PMTCB,CA,1978,3679336.907
NNTCB,CA,1978,1646333.042
ELISB,CA,1978,443647.1168
CLTCB,TX,1978,418437.8002
HYTCB,CA,1978,385488.6825
PMTCB,AZ,1978,357326.6295
NNTCB,NM,1978,225451.141
PMTCB,NM,1978,215295.7239
NNTCB,AZ,1978,186366.0558
BMTCB,CA,1978,160260.9648
CLTCB,AZ,1978,159979.5618
CLTCB,NM,1978,145738.1405
NUETB,CA,1978,83800.5873
BMTCB,TX,1978,76251.79482
HYTCB,AZ,1978,72740.79923
CLTCB,CA,1978,67891.9103
GETCB,CA,1978,30851.22443
HYTCB,TX,1978,7923.41934
BMTCB,NM,1978,7677.32186
BMTCB,AZ,1978,7128.91807
HYTCB,NM,1978,311.77285
ELNIB,CA,1978,0
ELNIB,NM,1978,0
GETCB,AZ,1978,0
GETCB,NM,1978,0
GETCB,TX,1978,0
NUETB,AZ,1978,0
NUETB,NM,1978,0
NUETB,TX,1978,0
SOTCB,AZ,1978,0
SOTCB,CA,1978,0
SOTCB,NM,1978,0
SOTCB,TX,1978,0
WYTCB,AZ,1978,0
WYTCB,CA,1978,0
WYTCB,NM,1978,0
WYTCB,TX,1978,0
ELNIB,TX,1978,-56.43216
ELNIB,AZ,1978,-122.41778
ELISB,AZ,1978,-35480.12023
ELISB,TX,1978,-36787.03576
ELISB,NM,1978,-119108.4394
NNTCB,TX,1977,4254884.869
PMTCB,TX,1977,3669061.82
PMTCB,CA,1977,3633444.116
NNTCB,CA,1977,1864186.794
ELISB,CA,1977,385390.8128
PMTCB,AZ,1977,351128.1312
CLTCB,TX,1977,288186.5403
NNTCB,NM,1977,242911.8601
PMTCB,NM,1977,212755.7807
CLTCB,AZ,1977,179847.4746
NNTCB,AZ,1977,176448.9725
CLTCB,NM,1977,153921.5199
BMTCB,CA,1977,151984.1311
HYTCB,CA,1977,148706.8893
NUETB,CA,1977,87395.5072
CLTCB,CA,1977,75109.05148
BMTCB,TX,1977,70366.48853
HYTCB,AZ,1977,68842.57507
GETCB,CA,1977,37381.66573
HYTCB,TX,1977,12199.3185
BMTCB,NM,1977,7036.09195
BMTCB,AZ,1977,6838.2955
HYTCB,NM,1977,291.42868
ELNIB,CA,1977,0
ELNIB,NM,1977,0
GETCB,AZ,1977,0
GETCB,NM,1977,0
GETCB,TX,1977,0
NUETB,AZ,1977,0
NUETB,NM,1977,0
NUETB,TX,1977,0
SOTCB,AZ,1977,0
SOTCB,CA,1977,0
SOTCB,NM,1977,0
SOTCB,TX,1977,0
WYTCB,AZ,1977,0
WYTCB,CA,1977,0
WYTCB,NM,1977,0
WYTCB,TX,1977,0
ELNIB,AZ,1977,-55.28382
ELNIB,TX,1977,-175.81654
ELISB,TX,1977,-35053.55778
ELISB,AZ,1977,-44182.93097
ELISB,NM,1977,-143459.8421
NNTCB,TX,1976,4074689.901
PMTCB,TX,1976,3321987.673
PMTCB,CA,1976,3262549.678
NNTCB,CA,1976,1849711.293
ELISB,CA,1976,549253.7331
PMTCB,AZ,1976,307350.1275
NNTCB,NM,1976,294878.1468
HYTCB,CA,1976,240578.4684
CLTCB,TX,1976,226342.1596
PMTCB,NM,1976,202640.213
NNTCB,AZ,1976,180180.8666
BMTCB,CA,1976,144760.1441
CLTCB,AZ,1976,139959.9045
CLTCB,NM,1976,137492.1955
HYTCB,AZ,1976,78612.19542
CLTCB,CA,1976,66629.89346
BMTCB,TX,1976,64884.2786
NUETB,CA,1976,53107.03848
GETCB,CA,1976,37512.98981
HYTCB,TX,1976,11080.38674
BMTCB,NM,1976,5990.5815
BMTCB,AZ,1976,5816.28547
HYTCB,NM,1976,790.47447
ELNIB,CA,1976,0
ELNIB,NM,1976,0
GETCB,AZ,1976,0
GETCB,NM,1976,0
GETCB,TX,1976,0
NUETB,AZ,1976,0
NUETB,NM,1976,0
NUETB,TX,1976,0
SOTCB,AZ,1976,0
SOTCB,CA,1976,0
SOTCB,NM,1976,0
SOTCB,TX,1976,0
WYTCB,AZ,1976,0
WYTCB,CA,1976,0
WYTCB,NM,1976,0
WYTCB,TX,1976,0
ELNIB,AZ,1976,-67.64864
ELNIB,TX,1976,-824.21003
ELISB,AZ,1976,-19977.74331
ELISB,TX,1976,-21523.25642
ELISB,NM,1976,-132743.3583
NNTCB,TX,1975,4046930.491
PMTCB,TX,1975,3074389.529
PMTCB,CA,1975,2997279.259
NNTCB,CA,1975,1937321.759
HYTCB,CA,1975,417308.8107
ELISB,CA,1975,417168.4002
PMTCB,AZ,1975,306741.7805
NNTCB,NM,1975,255637.1358
PMTCB,NM,1975,199651.9176
CLTCB,TX,1975,196171.6773
NNTCB,AZ,1975,164345.6261
CLTCB,NM,1975,132535.212
BMTCB,CA,1975,127489.4036
CLTCB,AZ,1975,92448.56979
HYTCB,AZ,1975,75483.5631
NUETB,CA,1975,66855.44071
CLTCB,CA,1975,56405.23
BMTCB,TX,1975,55819.63573
GETCB,CA,1975,33779.66583
HYTCB,TX,1975,20052.04982
ELISB,AZ,1975,15608.7503
BMTCB,AZ,1975,5413.77876
BMTCB,NM,1975,5342.7819
HYTCB,NM,1975,659.5635
ELNIB,CA,1975,0
ELNIB,NM,1975,0
GETCB,AZ,1975,0
GETCB,NM,1975,0
GETCB,TX,1975,0
NUETB,AZ,1975,0
NUETB,NM,1975,0
NUETB,TX,1975,0
SOTCB,AZ,1975,0
SOTCB,CA,1975,0
SOTCB,NM,1975,0
SOTCB,TX,1975,0
WYTCB,AZ,1975,0
WYTCB,CA,1975,0
WYTCB,NM,1975,0
WYTCB,TX,1975,0
ELNIB,AZ,1975,-47.37425
ELNIB,TX,1975,-1169.39165
ELISB,TX,1975,-27051.98689
ELISB,NM,1975,-134253.8294
NNTCB,TX,1974,4584002.31
PMTCB,TX,1974,3140490.042
PMTCB,CA,1974,2895504.507
NNTCB,CA,1974,1937139.683
HYTCB,CA,1974,484739.6517
PMTCB,AZ,1974,325713.2511
NNTCB,NM,1974,273397.0586
ELISB,CA,1974,259716.8978
NNTCB,AZ,1974,204955.2307
PMTCB,NM,1974,193272.124
CLTCB,NM,1974,140947.0958
BMTCB,CA,1974,134722.965
CLTCB,TX,1974,133140.8435
HYTCB,AZ,1974,77275.3736
CLTCB,CA,1974,60670.1672
BMTCB,TX,1974,59655.88703
CLTCB,AZ,1974,48358.9072
NUETB,CA,1974,41276.82675
GETCB,CA,1974,25610.42511
HYTCB,TX,1974,17035.43383
ELISB,AZ,1974,15258.50202
BMTCB,AZ,1974,4782.71253
BMTCB,NM,1974,4152.82025
HYTCB,NM,1974,765.77451
ELNIB,CA,1974,0
ELNIB,NM,1974,0
GETCB,AZ,1974,0
GETCB,NM,1974,0
GETCB,TX,1974,0
NUETB,AZ,1974,0
NUETB,NM,1974,0
NUETB,TX,1974,0
SOTCB,AZ,1974,0
SOTCB,CA,1974,0
SOTCB,NM,1974,0
SOTCB,TX,1974,0
WYTCB,AZ,1974,0
WYTCB,CA,1974,0
WYTCB,NM,1974,0
WYTCB,TX,1974,0
ELNIB,AZ,1974,-75.16855
ELNIB,TX,1974,-1195.70489
ELISB,TX,1974,-11577.03586
ELISB,NM,1974,-135916.1423
NNTCB,TX,1973,4746154.938
PMTCB,TX,1973,3125948.214
PMTCB,CA,1973,3070394.349
NNTCB,CA,1973,2154045.471
HYTCB,CA,1973,402618.3604
PMTCB,AZ,1973,325801.3479
NNTCB,NM,1973,274017.8054
NNTCB,AZ,1973,226324.748
ELISB,CA,1973,195793.6192
PMTCB,NM,1973,191855.3056
CLTCB,NM,1973,134490.475
BMTCB,CA,1973,130121.5861
CLTCB,TX,1973,125909.1766
HYTCB,AZ,1973,74774.3496
CLTCB,CA,1973,66956.00654
BMTCB,TX,1973,60439.09072
ELISB,AZ,1973,28985.77882
NUETB,CA,1973,28689.30377
GETCB,CA,1973,20421.79236
HYTCB,TX,1973,17662.50512
CLTCB,AZ,1973,9926.90018
BMTCB,AZ,1973,4574.10469
BMTCB,NM,1973,4221.0506
HYTCB,NM,1973,674.8175
ELNIB,NM,1973,0
GETCB,AZ,1973,0
GETCB,NM,1973,0
GETCB,TX,1973,0
NUETB,AZ,1973,0
NUETB,NM,1973,0
NUETB,TX,1973,0
SOTCB,AZ,1973,0
SOTCB,CA,1973,0
SOTCB,NM,1973,0
SOTCB,TX,1973,0
WYTCB,AZ,1973,0
WYTCB,CA,1973,0
WYTCB,NM,1973,0
WYTCB,TX,1973,0
ELNIB,CA,1973,-4.96374
ELNIB,AZ,1973,-320.96452
ELNIB,TX,1973,-1089.9577
ELISB,TX,1973,-3298.55647
ELISB,NM,1973,-127352.5797
NNTCB,TX,1972,4531776.683
PMTCB,TX,1972,2843193.869
PMTCB,CA,1972,2754233.564
