introduction,StateCode,Year,Data
Natural gas ,CA,1982,1765171.454
Natural gas ,CA,1981,1947370.391
Natural gas ,CA,1980,1890886.554
Natural gas ,CA,1979,1900356.5
Natural gas ,CA,1978,1646333.042
Natural gas ,CA,1977,1864186.794
Natural gas ,CA,1976,1849711.293
Natural gas ,CA,1975,1937321.759
Natural gas ,CA,1974,1937139.683
Natural gas ,CA,1973,2154045.471
Natural gas ,CA,1972,2303562.227
Natural gas ,CA,1971,2265324.458
Natural gas ,CA,1970,2241295.478
Natural gas ,CA,1969,2189883.373
Natural gas ,CA,1968,2187259.755
Natural gas ,CA,1967,2048733.968
Natural gas ,CA,1966,1982304.88
Natural gas ,CA,1965,1813213.342
Natural gas ,CA,1964,1817240.67
Natural gas ,CA,1963,1623369.503
Natural gas ,CA,1962,1483423.065
Natural gas ,CA,1961,1400173.875
Natural gas ,CA,1960,1301826.105
Natural gas ,NM,2009,247119.5569
Natural gas ,NM,2008,250857.9562
Natural gas ,NM,2007,240560.6914
Natural gas ,NM,2006,227660.6042
Natural gas ,NM,2005,225351.9866
Natural gas ,NM,2004,229164.8137
Natural gas ,NM,2003,225220.2961
Natural gas ,NM,2002,229690.7958
Natural gas ,NM,2001,259625.573
Natural gas ,NM,2000,259018.0439
Natural gas ,NM,1999,231312.1897
Natural gas ,NM,1998,241405.5558
Natural gas ,NM,1997,261880.9573
Natural gas ,NM,1996,233557.0239
Natural gas ,NM,1995,219475.7233
Natural gas ,NM,1994,221478.9856
Natural gas ,NM,1993,224999.0888
Natural gas ,NM,1992,211096.229
Natural gas ,NM,1991,227349.4645
Natural gas ,NM,1990,251469.9307
Natural gas ,NM,1989,205131.2704
Natural gas ,NM,1988,185245.5484
Natural gas ,NM,1987,164587.5777
Natural gas ,NM,1986,144531.8728
Natural gas ,NM,1985,162311.5483
Natural gas ,NM,1984,169780.7518
Natural gas ,NM,1983,184594.9762
Natural gas ,NM,1982,213347.3415
Natural gas ,NM,1981,205432.671
Natural gas ,NM,1980,231330.1814
Natural gas ,NM,1979,223092.3289
Natural gas ,NM,1978,225451.141
Natural gas ,NM,1977,242911.8601
Natural gas ,NM,1976,294878.1468
Natural gas ,NM,1975,255637.1358
Natural gas ,NM,1974,273397.0586
Natural gas ,NM,1973,274017.8054
Natural gas ,NM,1972,311896.837
Natural gas ,NM,1971,291725.7888
Natural gas ,NM,1970,292521.9324
Natural gas ,NM,1969,276591.1838
Natural gas ,NM,1968,286329.4875
Natural gas ,NM,1967,280382.0128
Natural gas ,NM,1966,247389.808
Natural gas ,NM,1965,224252.552
Natural gas ,NM,1964,226697.344
Natural gas ,NM,1963,239910.808
Natural gas ,NM,1962,247089.69
Natural gas ,NM,1961,218948.04
Natural gas ,NM,1960,207301.185
Natural gas ,TX,2009,3462210.402
Natural gas ,TX,2008,3657242.406
Natural gas ,TX,2007,3642271.119
Natural gas ,TX,2006,3549526.72
Natural gas ,TX,2005,3625116.384
Natural gas ,TX,2004,4043094.264
Natural gas ,TX,2003,4180255.726
Natural gas ,TX,2002,4449189.149
Natural gas ,TX,2001,4388363.695
Natural gas ,TX,2000,4550105.655
Natural gas ,TX,1999,4138068.257
Natural gas ,TX,1998,4377956.656
Natural gas ,TX,1997,4231566.37
Natural gas ,TX,1996,4268665.349
Natural gas ,TX,1995,4037537.985
Natural gas ,TX,1994,3885071.761
Natural gas ,TX,1993,3925162.889
Natural gas ,TX,1992,3768323.103
Natural gas ,TX,1991,3823074.973
Natural gas ,TX,1990,3876543.019
Natural gas ,TX,1989,3886107.172
Natural gas ,TX,1988,3665182.451
Natural gas ,TX,1987,3435408.448
Natural gas ,TX,1986,3312909.496
Natural gas ,TX,1985,3514363.302
Natural gas ,TX,1984,3556195.979
Natural gas ,TX,1983,3335504.764
Natural gas ,TX,1982,3503023.603
Natural gas ,TX,1981,4052341.117
Natural gas ,TX,1980,4226104.775
Natural gas ,TX,1979,4131399.272
Natural gas ,TX,1978,4329772.852
Natural gas ,TX,1977,4254884.869
Natural gas ,TX,1976,4074689.901
Natural gas ,TX,1975,4046930.491
Natural gas ,TX,1974,4584002.31
Natural gas ,TX,1973,4746154.938
Natural gas ,TX,1972,4531776.683
Natural gas ,TX,1971,4482575.729
Natural gas ,TX,1970,4203877.355
Natural gas ,TX,1969,4024716.694
Natural gas ,TX,1968,3836858.984
Natural gas ,TX,1967,3638596.329
Natural gas ,TX,1966,3404262.302
Natural gas ,TX,1965,3181455.854
Natural gas ,TX,1964,3040491.913
Natural gas ,TX,1963,3044427.711
Natural gas ,TX,1962,2959562.835
Natural gas ,TX,1961,2831992.875
Natural gas ,TX,1960,2815482.555
Hydroelectricity  ,AZ,2009,62730.8872
Hydroelectricity  ,AZ,2008,71795.27831
Hydroelectricity  ,AZ,2007,65211.38016
Hydroelectricity  ,AZ,2006,67378.81478
Hydroelectricity  ,AZ,2005,64094.23194
Hydroelectricity  ,AZ,2004,69884.87923
Hydroelectricity  ,AZ,2003,72454.91114
Hydroelectricity  ,AZ,2002,75556.70214
Hydroelectricity  ,AZ,2001,78774.29715
Hydroelectricity  ,AZ,2000,85221.35742
Hydroelectricity  ,AZ,1999,99793.66264
Hydroelectricity  ,AZ,1998,111863.0172
Hydroelectricity  ,AZ,1997,123060.4507
Hydroelectricity  ,AZ,1996,95276.44104
Hydroelectricity  ,AZ,1995,85470.17673
Hydroelectricity  ,AZ,1994,75981.7243
Hydroelectricity  ,AZ,1993,69040.28019
Hydroelectricity  ,AZ,1992,68471.86889
Hydroelectricity  ,AZ,1991,70292.09544
Hydroelectricity  ,AZ,1990,77157.62555
Hydroelectricity  ,AZ,1989,82170.81933
Hydroelectricity  ,AZ,1988,80384.6875
Hydroelectricity  ,AZ,1987,105592.3349
Hydroelectricity  ,AZ,1986,151060.2537
Hydroelectricity  ,AZ,1985,146122.6278
Hydroelectricity  ,AZ,1984,163692.0068
Hydroelectricity  ,AZ,1983,152355.3319
Hydroelectricity  ,AZ,1982,73333.60779
Hydroelectricity  ,AZ,1981,71114.17364
Hydroelectricity  ,AZ,1980,102171.4233
Hydroelectricity  ,AZ,1979,75122.5793
Hydroelectricity  ,AZ,1978,72740.79923
Hydroelectricity  ,AZ,1977,68842.57507
Hydroelectricity  ,AZ,1976,78612.19542
Hydroelectricity  ,AZ,1975,75483.5631
Hydroelectricity  ,AZ,1974,77275.3736
Hydroelectricity  ,AZ,1973,74774.3496
Hydroelectricity  ,AZ,1972,70406.32015
Hydroelectricity  ,AZ,1971,69609.84906
Hydroelectricity  ,AZ,1970,64579.78217
Hydroelectricity  ,AZ,1969,63450.93827
Hydroelectricity  ,AZ,1968,59309.14887
Hydroelectricity  ,AZ,1967,52242.53798
Hydroelectricity  ,AZ,1966,54380.45399
Hydroelectricity  ,AZ,1965,46399.81125
Hydroelectricity  ,AZ,1964,30181.71918
Hydroelectricity  ,AZ,1963,30833.67301
Hydroelectricity  ,AZ,1962,30861.24516
Hydroelectricity  ,AZ,1961,31245.74745
Hydroelectricity  ,AZ,1960,32168.50488
Hydroelectricity  ,CA,2009,272187.2346
Hydroelectricity  ,CA,2008,237755.436
Hydroelectricity  ,CA,2007,270107.4899
Hydroelectricity  ,CA,2006,476581.963
Hydroelectricity  ,CA,2005,396279.0337
Hydroelectricity  ,CA,2004,342160.3931
Hydroelectricity  ,CA,2003,372472.3694
Hydroelectricity  ,CA,2002,316793.6086
Hydroelectricity  ,CA,2001,263923.1714
Hydroelectricity  ,CA,2000,391042.951
Hydroelectricity  ,CA,1999,416573.1567
Hydroelectricity  ,CA,1998,505242.9954
Hydroelectricity  ,CA,1997,419290.0783
Hydroelectricity  ,CA,1996,462728.8866
Hydroelectricity  ,CA,1995,495317.6366
Hydroelectricity  ,CA,1994,237398.1363
Hydroelectricity  ,CA,1993,417437.4505
Hydroelectricity  ,CA,1992,208571.3542
Hydroelectricity  ,CA,1991,229143.9199
Hydroelectricity  ,CA,1990,247490.2819
Hydroelectricity  ,CA,1989,321317.5759
Hydroelectricity  ,CA,1988,242346.9181
Hydroelectricity  ,CA,1987,255937.463
Hydroelectricity  ,CA,1986,433077.1206
Hydroelectricity  ,CA,1985,331348.1572
Hydroelectricity  ,CA,1984,450580.1375
Hydroelectricity  ,CA,1983,598434.671
Hydroelectricity  ,CA,1982,525064.7575
Hydroelectricity  ,CA,1981,311123.9805
Hydroelectricity  ,CA,1980,423618.4329
Hydroelectricity  ,CA,1979,351169.7637
Hydroelectricity  ,CA,1978,385488.6825
Hydroelectricity  ,CA,1977,148706.8893
Hydroelectricity  ,CA,1976,240578.4684
Hydroelectricity  ,CA,1975,417308.8107
Hydroelectricity  ,CA,1974,484739.6517
Hydroelectricity  ,CA,1973,402618.3604
Hydroelectricity  ,CA,1972,329587.0651
Hydroelectricity  ,CA,1971,408829.5457
Hydroelectricity  ,CA,1970,399628.0481
Hydroelectricity  ,CA,1969,422243.4716
Hydroelectricity  ,CA,1968,282560.503
Hydroelectricity  ,CA,1967,368007.4733
Hydroelectricity  ,CA,1966,273246.5965
Hydroelectricity  ,CA,1965,319052.1299
Hydroelectricity  ,CA,1964,231188.2433
Hydroelectricity  ,CA,1963,265551.1897
Hydroelectricity  ,CA,1962,241087.4163
Hydroelectricity  ,CA,1961,163670.0923
Hydroelectricity  ,CA,1960,187704.519
Hydroelectricity  ,NM,2009,2644.59888
Hydroelectricity  ,NM,2008,3077.28595
Hydroelectricity  ,NM,2007,2648.69455
Hydroelectricity  ,NM,2006,1966.05491
Hydroelectricity  ,NM,2005,1649.76501
Hydroelectricity  ,NM,2004,1392.52683
Hydroelectricity  ,NM,2003,1748.12846
Hydroelectricity  ,NM,2002,2691.68424
Hydroelectricity  ,NM,2001,2452.22756
Hydroelectricity  ,NM,2000,2255.97155
Hydroelectricity  ,NM,1999,2481.95246
Hydroelectricity  ,NM,1998,2410.69316
Hydroelectricity  ,NM,1997,2643.22653
Hydroelectricity  ,NM,1996,2186.89966
Hydroelectricity  ,NM,1995,2721.54304
Hydroelectricity  ,NM,1994,2196.17324
Hydroelectricity  ,NM,1993,3029.06254
Hydroelectricity  ,NM,1992,2637.68573
Hydroelectricity  ,NM,1991,2474.45909
Hydroelectricity  ,NM,1990,2136.93487
Hydroelectricity  ,NM,1989,2423.22842
Hydroelectricity  ,NM,1988,1036.26118
Hydroelectricity  ,NM,1987,1710.59142
Hydroelectricity  ,NM,1986,1737.58764
Hydroelectricity  ,NM,1985,1336.18175
Hydroelectricity  ,NM,1984,979.20936
Hydroelectricity  ,NM,1983,933.46064
Hydroelectricity  ,NM,1982,821.0258
Hydroelectricity  ,NM,1981,919.63403
Hydroelectricity  ,NM,1980,977.49002
Hydroelectricity  ,NM,1979,702.06799
Hydroelectricity  ,NM,1978,311.77285
Hydroelectricity  ,NM,1977,291.42868
Hydroelectricity  ,NM,1976,790.47447
Hydroelectricity  ,NM,1975,659.5635
Hydroelectricity  ,NM,1974,765.77451
Hydroelectricity  ,NM,1973,674.8175
Hydroelectricity  ,NM,1972,209.68694
Hydroelectricity  ,NM,1971,285.4312
Hydroelectricity  ,NM,1970,690.03297
Hydroelectricity  ,NM,1969,667.5633
Hydroelectricity  ,NM,1968,446.50052
Hydroelectricity  ,NM,1967,366.53875
Hydroelectricity  ,NM,1966,705.83497
Hydroelectricity  ,NM,1965,447.98422
Hydroelectricity  ,NM,1964,98.72989
Hydroelectricity  ,NM,1963,456.59592
Hydroelectricity  ,NM,1962,672.22786
Hydroelectricity  ,NM,1961,553.3314
Hydroelectricity  ,NM,1960,745.4528
Hydroelectricity  ,TX,2009,10039.69525
Hydroelectricity  ,TX,2008,10242.91137
Hydroelectricity  ,TX,2007,16253.61185
Hydroelectricity  ,TX,2006,6566.09035
Hydroelectricity  ,TX,2005,13324.26754
Hydroelectricity  ,TX,2004,13034.7034
Hydroelectricity  ,TX,2003,9181.4559
Hydroelectricity  ,TX,2002,11429.28412
Hydroelectricity  ,TX,2001,12403.03056
Hydroelectricity  ,TX,2000,8456.25156
Hydroelectricity  ,TX,1999,11455.22656
Hydroelectricity  ,TX,1998,14528.89974
Hydroelectricity  ,TX,1997,18288.92975
Hydroelectricity  ,TX,1996,9924.76628
Hydroelectricity  ,TX,1995,17564.92458
Hydroelectricity  ,TX,1994,15787.97778
Hydroelectricity  ,TX,1993,18416.04915
Hydroelectricity  ,TX,1992,27283.89209
Hydroelectricity  ,TX,1991,23215.72732
Hydroelectricity  ,TX,1990,18657.28725
Hydroelectricity  ,TX,1989,15033.98291
Hydroelectricity  ,TX,1988,12750.63555
Hydroelectricity  ,TX,1987,22481.84731
Hydroelectricity  ,TX,1986,20603.02186
Hydroelectricity  ,TX,1985,14635.59929
Hydroelectricity  ,TX,1984,10766.6154
Hydroelectricity  ,TX,1983,11648.20688
Hydroelectricity  ,TX,1982,10737.83655
Hydroelectricity  ,TX,1981,11972.11358
Hydroelectricity  ,TX,1980,10171.1505
Hydroelectricity  ,TX,1979,12447.87779
Hydroelectricity  ,TX,1978,7923.41934
Hydroelectricity  ,TX,1977,12199.3185
Hydroelectricity  ,TX,1976,11080.38674
Hydroelectricity  ,TX,1975,20052.04982
Hydroelectricity  ,TX,1974,17035.43383
Hydroelectricity  ,TX,1973,17662.50512
Hydroelectricity  ,TX,1972,8614.71531
Hydroelectricity  ,TX,1971,9219.70746
Hydroelectricity  ,TX,1970,10549.85956
Hydroelectricity  ,TX,1969,13278.80561
Hydroelectricity  ,TX,1968,13790.12914
Hydroelectricity  ,TX,1967,6043.41408
Hydroelectricity  ,TX,1966,8195.3552
Hydroelectricity  ,TX,1965,7770.917
Hydroelectricity  ,TX,1964,4747.83345
Hydroelectricity  ,TX,1963,5008.91804
Hydroelectricity  ,TX,1962,8446.13605
Hydroelectricity  ,TX,1961,13142.739
Hydroelectricity  ,TX,1960,11858.66056
Coal ,AZ,2009,413259.9226
Coal ,AZ,2008,458726.7285
Coal ,AZ,2007,438524.2236
Coal ,AZ,2006,431984.5691
Coal ,AZ,2005,428444.8054
Coal ,AZ,2004,425413.1317
Coal ,AZ,2003,406536.9641
Coal ,AZ,2002,406478.8093
Coal ,AZ,2001,424023.2213
Coal ,AZ,2000,432810.0454
Coal ,AZ,1999,403262.1076
Coal ,AZ,1998,386769.6754
Coal ,AZ,1997,369871.869
Coal ,AZ,1996,342839.3757
Coal ,AZ,1995,342889.3714
Coal ,AZ,1994,402390.1462
Coal ,AZ,1993,389838.7377
Coal ,AZ,1992,369742.9504
Coal ,AZ,1991,347261.3399
Coal ,AZ,1990,343414.509
Coal ,AZ,1989,353144.049
Coal ,AZ,1988,309040.895
Coal ,AZ,1987,282881.8233
Coal ,AZ,1986,295888.0014
Coal ,AZ,1985,342012.7337
Coal ,AZ,1984,324862.346
Coal ,AZ,1983,295441.9187
Coal ,AZ,1982,336245.059
Coal ,AZ,1981,319438.1119
Coal ,AZ,1980,244994.3448
Coal ,AZ,1979,246230.2266
Coal ,AZ,1978,159979.5618
Coal ,AZ,1977,179847.4746
Coal ,AZ,1976,139959.9045
Coal ,AZ,1975,92448.56979
Coal ,AZ,1974,48358.9072
Coal ,AZ,1973,9926.90018
Coal ,AZ,1972,7522.79594
Coal ,AZ,1971,8875.93953
Coal ,AZ,1970,8622.9298
Coal ,AZ,1969,8381.44702
Coal ,AZ,1968,8137.1679
Coal ,AZ,1967,7183.65905
Coal ,AZ,1966,7372.74514
Coal ,AZ,1965,7030.44355
Coal ,AZ,1964,9102.72547
Coal ,AZ,1963,8432.01905
Coal ,AZ,1962,6290.98311
Coal ,AZ,1961,210.66932
Coal ,AZ,1960,209.57935
Coal ,CA,2009,52403.09775
Coal ,CA,2008,63050.16857
Coal ,CA,2007,66494.60273
Coal ,CA,2006,67016.54708
Coal ,CA,2005,67422.33819
Coal ,CA,2004,68909.34635
Coal ,CA,2003,69469.16922
Coal ,CA,2002,70009.96196
Coal ,CA,2001,67839.48592
Coal ,CA,2000,70011.69418
Coal ,CA,1999,69547.22128
Coal ,CA,1998,66156.57709
Coal ,CA,1997,82651.06498
Coal ,CA,1996,80324.43099
Coal ,CA,1995,84323.12291
Coal ,CA,1994,84615.77611
Coal ,CA,1993,84669.28642
Coal ,CA,1992,91515.05006
Coal ,CA,1991,89519.12363
Coal ,CA,1990,84159.70697
Coal ,CA,1989,66426.63687
Coal ,CA,1988,50824.28608
Coal ,CA,1987,44951.38533
Coal ,CA,1986,42518.7609
Coal ,CA,1985,45264.37754
Coal ,CA,1984,37242.74012
Coal ,CA,1983,32021.77139
Coal ,CA,1982,69414.68153
Coal ,CA,1981,78400.54828
Coal ,CA,1980,66169.6168
Coal ,CA,1979,68564.94334
Coal ,CA,1978,67891.9103
Coal ,CA,1977,75109.05148
Coal ,CA,1976,66629.89346
Coal ,CA,1975,56405.23
Coal ,CA,1974,60670.1672
Coal ,CA,1973,66956.00654
Coal ,CA,1972,47451.94713
Coal ,CA,1971,51014.75909
Coal ,CA,1970,61811.50474
Coal ,CA,1969,60030.64937
Coal ,CA,1968,57010.63322
Coal ,CA,1967,53948.98003
Coal ,CA,1966,51515.03837
Coal ,CA,1965,63692.80664
Coal ,CA,1964,53722.75475
Coal ,CA,1963,46127.33651
Coal ,CA,1962,39681.01509
Coal ,CA,1961,59106.44867
Coal ,CA,1960,35903.06676
Coal ,NM,2009,306161.5315
Coal ,NM,2008,284345.6173
Coal ,NM,2007,296066.66
Coal ,NM,2006,316221.4589
Coal ,NM,2005,317916.0977
Coal ,NM,2004,309418.1458
Coal ,NM,2003,305640.8118
Coal ,NM,2002,284131.9322
Coal ,NM,2001,297095.5084
Coal ,NM,2000,305512.8733
Coal ,NM,1999,298104.7662
Coal ,NM,1998,290367.1307
Coal ,NM,1997,288505.8768
Coal ,NM,1996,279149.1602
Coal ,NM,1995,275216.5085
Coal ,NM,1994,278384.8206
Coal ,NM,1993,270272.875
Coal ,NM,1992,267468.5381
Coal ,NM,1991,234301.4643
Coal ,NM,1990,275661.3811
Coal ,NM,1989,279835.0174
Coal ,NM,1988,266124.4961
Coal ,NM,1987,260668.4312
Coal ,NM,1986,241599.9204
Coal ,NM,1985,268374.4625
Coal ,NM,1984,252868.0187
Coal ,NM,1983,263654.0214
Coal ,NM,1982,225548.7731
Coal ,NM,1981,196933.4842
Coal ,NM,1980,202870.412
Coal ,NM,1979,152939.0119
Coal ,NM,1978,145738.1405
Coal ,NM,1977,153921.5199
Coal ,NM,1976,137492.1955
Coal ,NM,1975,132535.212
Coal ,NM,1974,140947.0958
Coal ,NM,1973,134490.475
Coal ,NM,1972,123807.06
Coal ,NM,1971,120695.1121
Coal ,NM,1970,99380.42098
Coal ,NM,1969,50225.64624
Coal ,NM,1968,42971.21264
Coal ,NM,1967,44142.63596
Coal ,NM,1966,37028.96093
Coal ,NM,1965,44277.1291
Coal ,NM,1964,31270.83576
Coal ,NM,1963,15765.31177
Coal ,NM,1962,2450.69669
Coal ,NM,1961,3302.62315
Coal ,NM,1960,4064.49554
Coal ,TX,2009,1497854.311
Coal ,TX,2008,1605925.493
Coal ,TX,2007,1609154.668
Coal ,TX,2006,1610301.254
Coal ,TX,2005,1627863.257
Coal ,TX,2004,1626029.094
Coal ,TX,2003,1603971.257
Coal ,TX,2002,1550325.051
Coal ,TX,2001,1492976.626
Coal ,TX,2000,1548184.286
Coal ,TX,1999,1530425.966
Coal ,TX,1998,1488589.371
Coal ,TX,1997,1523201.246
Coal ,TX,1996,1485577.296
Coal ,TX,1995,1364800.239
Coal ,TX,1994,1389409.443
Coal ,TX,1993,1430675.537
Coal ,TX,1992,1324063.139
Coal ,TX,1991,1333449.454
Coal ,TX,1990,1333670.519
Coal ,TX,1989,1335905.732
Coal ,TX,1988,1264112.975
Coal ,TX,1987,1203924.703
Coal ,TX,1986,1162745.476
Coal ,TX,1985,1148998.132
Coal ,TX,1984,1074868.477
Coal ,TX,1983,1016757.994
Coal ,TX,1982,931064.9405
Coal ,TX,1981,858514.3909
Coal ,TX,1980,734144.6213
Coal ,TX,1979,587641.9574
Coal ,TX,1978,418437.8002
Coal ,TX,1977,288186.5403
Coal ,TX,1976,226342.1596
Coal ,TX,1975,196171.6773
Coal ,TX,1974,133140.8435
Coal ,TX,1973,125909.1766
Coal ,TX,1972,50140.23599
Coal ,TX,1971,24047.85711
Coal ,TX,1970,30766.97153
Coal ,TX,1969,25141.17685
Coal ,TX,1968,24996.16792
Coal ,TX,1967,23523.05369
Coal ,TX,1966,27843.51254
Coal ,TX,1965,29182.3709
Coal ,TX,1964,26231.64422
Coal ,TX,1963,19173.18137
Coal ,TX,1962,20582.13241
Coal ,TX,1961,18203.31918
Coal ,TX,1960,24973.50023
Biomass ,AZ,2009,35412.81309
Biomass ,AZ,2008,35808.45171
Biomass ,AZ,2007,29070.01911
Biomass ,AZ,2006,25182.79468
Biomass ,AZ,2005,25121.70525
Biomass ,AZ,2004,9671.23441
Biomass ,AZ,2003,9556.87134
Biomass ,AZ,2002,9299.13173
Biomass ,AZ,2001,10376.76406
Biomass ,AZ,2000,13603.41768
Biomass ,AZ,1999,12719.41704
Biomass ,AZ,1998,12302.80131
Biomass ,AZ,1997,16422.29317
Biomass ,AZ,1996,14707.18648
Biomass ,AZ,1995,16653.19869
Biomass ,AZ,1994,14181.80795
Biomass ,AZ,1993,13870.681
Biomass ,AZ,1992,15094.93557
Biomass ,AZ,1991,14585.36246
Biomass ,AZ,1990,13740.58609
Biomass ,AZ,1989,15620.34064
Biomass ,AZ,1988,18364.61939
Biomass ,AZ,1987,17521.24706
Biomass ,AZ,1986,24042.52306
Biomass ,AZ,1985,25557.79475
Biomass ,AZ,1984,25139.34211
Biomass ,AZ,1983,23643.69664
Biomass ,AZ,1982,21634.73747
Biomass ,AZ,1981,21468.86588
Biomass ,AZ,1980,17835.00581
Biomass ,AZ,1979,8291.19153
Biomass ,AZ,1978,7128.91807
Biomass ,AZ,1977,6838.2955
Biomass ,AZ,1976,5816.28547
Biomass ,AZ,1975,5413.77876
Biomass ,AZ,1974,4782.71253
Biomass ,AZ,1973,4574.10469
Biomass ,AZ,1972,4782.42417
Biomass ,AZ,1971,4526.40288
Biomass ,AZ,1970,4339.3804
Biomass ,AZ,1969,4389.1241
Biomass ,AZ,1968,4147.20373
Biomass ,AZ,1967,4180.13105
Biomass ,AZ,1966,3679.36818
Biomass ,AZ,1965,3695.21696
Biomass ,AZ,1964,4089.10173
Biomass ,AZ,1963,4027.53031
Biomass ,AZ,1962,3672.12878
Biomass ,AZ,1961,3836.9629
Biomass ,AZ,1960,4012.94849
Biomass ,CA,2009,224662.5224
Biomass ,CA,2008,228308.9487
Biomass ,CA,2007,225390.7083
Biomass ,CA,2006,219733.391
Biomass ,CA,2005,225495.2407
Biomass ,CA,2004,228435.8629
Biomass ,CA,2003,205818.2943
Biomass ,CA,2002,171473.8135
Biomass ,CA,2001,164122.0837
Biomass ,CA,2000,164988.6785
Biomass ,CA,1999,156548.0245
Biomass ,CA,1998,146911.9789
Biomass ,CA,1997,158857.6686
Biomass ,CA,1996,175102.1526
Biomass ,CA,1995,181976.7564
Biomass ,CA,1994,195853.6851
Biomass ,CA,1993,193993.5989
Biomass ,CA,1992,226570.6544
Biomass ,CA,1991,219223.9471
Biomass ,CA,1990,222588.6624
Biomass ,CA,1989,235905.2314
Biomass ,CA,1988,169037.8868
Biomass ,CA,1987,157927.9222
Biomass ,CA,1986,129118.2461
Biomass ,CA,1985,167092.6847
Biomass ,CA,1984,165872.8768
Biomass ,CA,1983,148645.7369
Biomass ,CA,1982,127115.6374
Biomass ,CA,1981,133092.2834
Biomass ,CA,1980,115610.0496
Biomass ,CA,1979,168373.4001
Biomass ,CA,1978,160260.9648
Biomass ,CA,1977,151984.1311
Biomass ,CA,1976,144760.1441
Biomass ,CA,1975,127489.4036
Biomass ,CA,1974,134722.965
Biomass ,CA,1973,130121.5861
Biomass ,CA,1972,127646.2927
Biomass ,CA,1971,119221.2029
Biomass ,CA,1970,116838.7983
Biomass ,CA,1969,116252.6616
Biomass ,CA,1968,110273.6937
Biomass ,CA,1967,101884.788
Biomass ,CA,1966,100672.5268
Biomass ,CA,1965,97487.844
Biomass ,CA,1964,98436.28025
Biomass ,CA,1963,93021.63734
Biomass ,CA,1962,86897.65269
Biomass ,CA,1961,83506.10889
Biomass ,CA,1960,82097.53052
Biomass ,NM,2009,17295.22312
Biomass ,NM,2008,16129.4421
Biomass ,NM,2007,14471.1765
Biomass ,NM,2006,12990.47148
Biomass ,NM,2005,13020.14274
Biomass ,NM,2004,4295.81309
Biomass ,NM,2003,4302.16571
Biomass ,NM,2002,4400.64321
Biomass ,NM,2001,4336.58586
Biomass ,NM,2000,7323.19479
Biomass ,NM,1999,6699.40501
Biomass ,NM,1998,6930.08464
Biomass ,NM,1997,6402.55587
Biomass ,NM,1996,5672.70185
Biomass ,NM,1995,6322.92408
Biomass ,NM,1994,5225.57276
Biomass ,NM,1993,5097.85589
Biomass ,NM,1992,5962.41767
Biomass ,NM,1991,6168.24334
Biomass ,NM,1990,5892.26845
Biomass ,NM,1989,6827.08737
Biomass ,NM,1988,7557.91736
Biomass ,NM,1987,6882.35499
Biomass ,NM,1986,9389.1191
Biomass ,NM,1985,9184.80922
Biomass ,NM,1984,8947.27462
Biomass ,NM,1983,8267.24898
Biomass ,NM,1982,7213.8757
Biomass ,NM,1981,6811.63257
Biomass ,NM,1980,5245.14218
Biomass ,NM,1979,9219.61811
Biomass ,NM,1978,7677.32186
Biomass ,NM,1977,7036.09195
Biomass ,NM,1976,5990.5815
Biomass ,NM,1975,5342.7819
Biomass ,NM,1974,4152.82025
Biomass ,NM,1973,4221.0506
Biomass ,NM,1972,4535.82072
Biomass ,NM,1971,4679.22274
Biomass ,NM,1970,4857.5794
Biomass ,NM,1969,5014.25154
Biomass ,NM,1968,5259.08546
Biomass ,NM,1967,5311.94572
Biomass ,NM,1966,5503.67683
Biomass ,NM,1965,5626.92142
Biomass ,NM,1964,6200.87713
Biomass ,NM,1963,6012.20356
Biomass ,NM,1962,6119.23528
Biomass ,NM,1961,6383.18415
Biomass ,NM,1960,6627.60303
Biomass ,TX,2009,148263.5744
Biomass ,TX,2008,173888.6988
Biomass ,TX,2007,138555.795
Biomass ,TX,2006,115698.4572
Biomass ,TX,2005,81539.61821
Biomass ,TX,2004,77141.7672
Biomass ,TX,2003,80861.02434
Biomass ,TX,2002,83740.05732
Biomass ,TX,2001,76169.21088
Biomass ,TX,2000,87162.14782
Biomass ,TX,1999,83122.1534
Biomass ,TX,1998,99148.67733
Biomass ,TX,1997,106313.4344
Biomass ,TX,1996,100413.1941
Biomass ,TX,1995,103692.7819
Biomass ,TX,1994,98792.66189
Biomass ,TX,1993,98558.09518
Biomass ,TX,1992,108089.1317
Biomass ,TX,1991,98410.56424
Biomass ,TX,1990,98023.52176
Biomass ,TX,1989,112012.0332
Biomass ,TX,1988,99029.29485
Biomass ,TX,1987,98227.14558
Biomass ,TX,1986,92452.77113
Biomass ,TX,1985,81665.57669
Biomass ,TX,1984,77878.91785
Biomass ,TX,1983,66419.05023
Biomass ,TX,1982,70015.30017
Biomass ,TX,1981,58543.66255
Biomass ,TX,1980,55647.5248
Biomass ,TX,1979,77272.92271
Biomass ,TX,1978,76251.79482
Biomass ,TX,1977,70366.48853
Biomass ,TX,1976,64884.2786
Biomass ,TX,1975,55819.63573
Biomass ,TX,1974,59655.88703
Biomass ,TX,1973,60439.09072
Biomass ,TX,1972,58945.01261
Biomass ,TX,1971,51251.00553
Biomass ,TX,1970,52206.96065
Biomass ,TX,1969,51072.6541
Biomass ,TX,1968,49148.74211
Biomass ,TX,1967,43900.74682
Biomass ,TX,1966,43784.76569
Biomass ,TX,1965,41195.86221
Biomass ,TX,1964,39136.42295
Biomass ,TX,1963,37708.94855
Biomass ,TX,1962,39275.11374
